Titre,Localisation,Prix,Nombre_chambre,Nombre_douches,Surface_habitable,Type,Secteur,Salons,Étage,Âge_du_bien,link
Appartement à vendre 101 m² à Agadir,Agadir,830000.0,2,2,101.0,Vendre,Hay Mohammadi,1,3,-1 ans,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_101_m%C2%B2_%C3%A0_Agadir_54702504.htm
Appartement a vendre à Temara,Temara,1480000.0,3,1,148.0,Vendre,Massira 1,1,1,11-20 ans,https://www.avito.ma/fr/massira_1/appartements/Appartement_a_vendre__%C3%A0_Temara_54659150.htm
Appartement à vendre 111 m² à Casablanca,Casablanca,1450000.0,2,2,111.0,Vendre,2 Mars,2,3,6-10 ans,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Casablanca_55218668.htm
Appartement à vendre 135 m² à Tanger,Tanger,11000.0,2,2,135.0,Vendre,Aviation,1,2,-1 ans,https://www.avito.ma/fr/aviation/appartements/Appartement_%C3%A0_vendre_135_m%C2%B2_%C3%A0_Tanger_53687956.htm
Appartement à vendre à Had Soualem,Had Soualem,800000.0,3,2,119.0,Vendre,Toute la ville,1,1,-1 ans,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_%C3%A0_Had_Soualem_55736729.htm
appartement doukala tansift,Khouribga,250000.0,2,0,96.33530571992111,Vendre,Toute la ville,1,3,6-10 ans,https://www.avito.ma/fr/khouribga/appartements/appartement_doukala_tansift_55736723.htm
appartement titré,Martil,350000.0,2,1,60.0,Vendre,Toute la ville,1,3,-1 ans,https://www.avito.ma/fr/martil/appartements/appartement_titr%C3%A9__55736714.htm
Appartement en Vente à Bouznika,Bouznika,490000.0,2,1,65.0,Vendre,Autre secteur,1,2,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_%C3%A0_Bouznika_49664981.htm
Appartement à l'achat 94m2 à Bourgogne Ext,Casablanca,1300000.0,2,1,94.0,Vendre,Bourgogne,1,3,11-20 ans,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_l_achat_94m2_%C3%A0_Bourgogne_Ext__55722201.htm
Appartement à vendre 54 m² à Zenata,Zenata,580000.0,1,1,39.0,Vendre,Toute la ville,1,0,-1 ans,https://www.avito.ma/fr/zenata/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Zenata_55640581.htm
appartement propre à vendre,Casablanca,490000.0,2,0,60.0,Vendre,Oulfa,0,3,6-10 ans,https://www.avito.ma/fr/oulfa/appartements/appartement_propre_%C3%A0_vendre__55736691.htm
Appartement à vendre 4 piece 96 m² à Temara,Temara,1090000.0,3,2,96.0,Vendre,Wifak,1,2,-1 ans,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre__4_piece_96_m%C2%B2_%C3%A0_Temara_55331622.htm
Appart a vendre avec garage à Bouznika,Bouznika,760000.0,4,1,160.0,Vendre,Autre secteur,2,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appart_a_vendre_avec_garage__%C3%A0_Bouznika_52394624.htm
CMN-AS-1635 - Appartement à vendre à Belvédère,Casablanca,1100000.0,2,2,98.0,Vendre,Belvédère,0,1,-1 ans,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/CMN_AS_1635___Appartement_%C3%A0_vendre_%C3%A0_Belv%C3%A9d%C3%A8re_55561169.htm
Appartement 108 m² à Salé,Salé,830000.0,3,1,108.0,Vendre,Toute la ville,1,2,1-5 ans,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_108_m%C2%B2_%C3%A0_Sal%C3%A9_55338756.htm
Appartement 213m2 au quartier des hopitaux,Casablanca,3600000.0,3,3,96.33530571992111,Vendre,Quartier des Hôpitaux,2,1,-1 ans,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_213m2_au_quartier_des_hopitaux_55636776.htm
Grand appartement moderne en haut Agdal,Rabat,3600000.0,3,2,195.0,Vendre,Agdal,3,7,-1 ans,https://www.avito.ma/fr/agdal/appartements/Grand_appartement_moderne_en_haut_Agdal__55653500.htm
Appartement en vente en haut Agdal Rabat,Rabat,2700000.0,3,2,157.0,Vendre,Agdal,2,4,-1 ans,https://www.avito.ma/fr/agdal/appartements/Appartement_en_vente_en_haut_Agdal_Rabat__55653399.htm
Appartement 68 m² à El Jadida,الجديدة,530000.0,3,1,68.0,Vendre,Najd,1,1,-1 ans,https://www.avito.ma/fr/najd/appartements/Appartement_68_m%C2%B2_%C3%A0_El_Jadida_52514508.htm
Appartement à vendre 96 m² à Kénitra,Kénitra,780000.0,2,2,96.0,Vendre,Mimosas,1,5,-1 ans,https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_K%C3%A9nitra_55736772.htm
appartement à vendre,Casablanca,490000.0,2,1,60.0,Vendre,Oulfa,1,3,6-10 ans,https://www.avito.ma/fr/oulfa/appartements/appartement_%C3%A0_vendre_55736771.htm
RAK-GU-1088 - Appartement à vendre à Guéliz,Marrakech,1700000.0,3,1,94.0,Vendre,Guéliz,0,5,-1 ans,https://www.avito.ma/fr/gu%C3%A9liz/appartements/RAK_GU_1088___Appartement_%C3%A0_vendre_%C3%A0_Gu%C3%A9liz_55109088.htm
Ideal Appartement à vendre à Bouznika,Bouznika,530000.0,2,1,74.0,Vendre,Autre secteur,1,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Ideal_Appartement_%C3%A0_vendre_%C3%A0_Bouznika_53254156.htm
Appartement à vendre 101 m² à Agadir,Agadir,830000.0,2,2,101.0,Vendre,Hay Mohammadi,1,3,-1 ans,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_101_m%C2%B2_%C3%A0_Agadir_54702504.htm
Appartement a vendre à Temara,Temara,1480000.0,3,1,148.0,Vendre,Massira 1,1,1,11-20 ans,https://www.avito.ma/fr/massira_1/appartements/Appartement_a_vendre__%C3%A0_Temara_54659150.htm
Appartement à vendre 111 m² à Casablanca,Casablanca,1450000.0,2,2,111.0,Vendre,2 Mars,2,3,6-10 ans,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Casablanca_55218668.htm
Appartement à vendre 135 m² à Tanger,Tanger,11000.0,2,2,135.0,Vendre,Aviation,1,2,-1 ans,https://www.avito.ma/fr/aviation/appartements/Appartement_%C3%A0_vendre_135_m%C2%B2_%C3%A0_Tanger_53687956.htm
Appartement à vendre à Had Soualem,Had Soualem,800000.0,3,2,119.0,Vendre,Toute la ville,1,1,-1 ans,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_%C3%A0_Had_Soualem_55736729.htm
appartement doukala tansift,Khouribga,250000.0,2,0,96.33530571992111,Vendre,Toute la ville,1,3,6-10 ans,https://www.avito.ma/fr/khouribga/appartements/appartement_doukala_tansift_55736723.htm
appartement titré,Martil,350000.0,2,1,60.0,Vendre,Toute la ville,1,3,-1 ans,https://www.avito.ma/fr/martil/appartements/appartement_titr%C3%A9__55736714.htm
Appartement en Vente à Bouznika,Bouznika,490000.0,2,1,65.0,Vendre,Autre secteur,1,2,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_%C3%A0_Bouznika_49664981.htm
Appartement à l'achat 94m2 à Bourgogne Ext,Casablanca,1300000.0,2,1,94.0,Vendre,Bourgogne,1,3,11-20 ans,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_l_achat_94m2_%C3%A0_Bourgogne_Ext__55722201.htm
Appartement à vendre 54 m² à Zenata,Zenata,580000.0,1,1,39.0,Vendre,Toute la ville,1,0,-1 ans,https://www.avito.ma/fr/zenata/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Zenata_55640581.htm
appartement propre à vendre,Casablanca,490000.0,2,0,60.0,Vendre,Oulfa,0,3,6-10 ans,https://www.avito.ma/fr/oulfa/appartements/appartement_propre_%C3%A0_vendre__55736691.htm
Appartement à vendre 4 piece 96 m² à Temara,Temara,1090000.0,3,2,96.0,Vendre,Wifak,1,2,-1 ans,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre__4_piece_96_m%C2%B2_%C3%A0_Temara_55331622.htm
Appart a vendre avec garage à Bouznika,Bouznika,760000.0,4,1,160.0,Vendre,Autre secteur,2,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appart_a_vendre_avec_garage__%C3%A0_Bouznika_52394624.htm
CMN-AS-1635 - Appartement à vendre à Belvédère,Casablanca,1100000.0,2,2,98.0,Vendre,Belvédère,0,1,-1 ans,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/CMN_AS_1635___Appartement_%C3%A0_vendre_%C3%A0_Belv%C3%A9d%C3%A8re_55561169.htm
Appartement 108 m² à Salé,Salé,830000.0,3,1,108.0,Vendre,Toute la ville,1,2,1-5 ans,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_108_m%C2%B2_%C3%A0_Sal%C3%A9_55338756.htm
Appartement 213m2 au quartier des hopitaux,Casablanca,3600000.0,3,3,96.33530571992111,Vendre,Quartier des Hôpitaux,2,1,-1 ans,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_213m2_au_quartier_des_hopitaux_55636776.htm
très bel appartement à Prestigia,Marrakech,2400000.0,3,0,115.0,Vendre,Agdal,0,2,-1 ans,https://www.avito.ma/fr/agdal/appartements/tr%C3%A8s_bel_appartement_%C3%A0_Prestigia_55736623.htm
Appartement à vendre 67 m² à Kénitra,Kénitra,390000.0,2,1,67.0,Vendre,Assam,1,2,-1 ans,https://www.avito.ma/fr/assam/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_K%C3%A9nitra_48757649.htm
Appartement Bouznika شقة عالية الجودة بوزنيقة,Bouznika,560000.0,2,1,74.0,Vendre,Autre secteur,2,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Bouznika_%D8%B4%D9%82%D8%A9_%D8%B9%D8%A7%D9%84%D9%8A%D8%A9_%D8%A7%D9%84%D8%AC%D9%88%D8%AF%D8%A9_%D8%A8%D9%88%D8%B2%D9%86%D9%8A%D9%82%D8%A9_53907110.htm
Appartement à vendre 107 m²,Casablanca,1230000.0,3,2,107.0,Vendre,Sidi Maarouf,2,3,1-5 ans,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_107_m%C2%B2__54498716.htm
Appartement à vendre 78 m² à Agadir,Agadir,830000.0,2,2,78.0,Vendre,Tilila,1,1,-1 ans,https://www.avito.ma/fr/tilila/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Agadir_54002429.htm
Appartement à vendre 67 m² à Casablanca,Casablanca,620000.0,1,1,67.0,Vendre,Hay Moulay Rachid,1,2,6-10 ans,https://www.avito.ma/fr/hay_moulay_rachid/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_Casablanca_55736605.htm
APPARTEMENT À VENDRE À DIOUR JAMAA CENTRE RABAT,Rabat,1500000.0,4,1,116.0,Vendre,Diour Jamaa,1,7,21+ ans,https://www.avito.ma/fr/diour_jamaa/appartements/APPARTEMENT_%C3%80_VENDRE_%C3%80_DIOUR_JAMAA_CENTRE_RABAT_54636359.htm
Appartement à vendre 91 m² à Berrechid,Berrechid,570000.0,3,2,91.0,Vendre,Toute la ville,2,2,11-20 ans,https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_91_m%C2%B2_%C3%A0_Berrechid_55736600.htm
Bel Appartement à vendre 96 m² à Bouznika,Urgent,700000.0,3,2,96.0,Vendre,Autre secteur,2,2,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Bel_Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Bouznika_55714960.htm
Appartement a vendre a Menzeh Sidi Allal Bahraoui,Sidi Allal El Bahraoui,830000.0,2,1,70.0,Vendre,Toute la ville,2,1,6-10 ans,https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Appartement_a_vendre_a_Menzeh_Sidi_Allal_Bahraoui_55728744.htm
Appartement à vendre 45 m² à Marrakech,Marrakech,700000.0,1,1,45.0,Vendre,Hivernage,1,5,6-10 ans,https://www.avito.ma/fr/hivernage/appartements/Appartement_%C3%A0_vendre_45_m%C2%B2_%C3%A0_Marrakech_55725771.htm
appartement a vendre,Mohammedia,380000.0,2,1,60.0,Vendre,Nassim,1,4,-1 ans,https://www.avito.ma/fr/nassim/appartements/appartement_a_vendre__55628254.htm
Appartement à vendre 54 m² à Zenata,Zenata,580000.0,1,1,39.0,Vendre,Toute la ville,1,0,-1 ans,https://www.avito.ma/fr/zenata/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Zenata_55640581.htm
appartement propre à vendre,Casablanca,490000.0,2,0,60.0,Vendre,Oulfa,0,3,6-10 ans,https://www.avito.ma/fr/oulfa/appartements/appartement_propre_%C3%A0_vendre__55736691.htm
Appartement à vendre 4 piece 96 m² à Temara,Temara,1090000.0,3,2,96.0,Vendre,Wifak,1,2,-1 ans,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre__4_piece_96_m%C2%B2_%C3%A0_Temara_55331622.htm
Appart a vendre avec garage à Bouznika,Bouznika,760000.0,4,1,160.0,Vendre,Autre secteur,2,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appart_a_vendre_avec_garage__%C3%A0_Bouznika_52394624.htm
CMN-AS-1635 - Appartement à vendre à Belvédère,Casablanca,1100000.0,2,2,98.0,Vendre,Belvédère,0,1,-1 ans,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/CMN_AS_1635___Appartement_%C3%A0_vendre_%C3%A0_Belv%C3%A9d%C3%A8re_55561169.htm
Appartement 108 m² à Salé,Salé,830000.0,3,1,108.0,Vendre,Toute la ville,1,2,1-5 ans,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_108_m%C2%B2_%C3%A0_Sal%C3%A9_55338756.htm
Appartement 213m2 au quartier des hopitaux,Casablanca,3600000.0,3,3,96.33530571992111,Vendre,Quartier des Hôpitaux,2,1,-1 ans,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_213m2_au_quartier_des_hopitaux_55636776.htm
très bel appartement à Prestigia,Marrakech,2400000.0,3,0,115.0,Vendre,Agdal,0,2,-1 ans,https://www.avito.ma/fr/agdal/appartements/tr%C3%A8s_bel_appartement_%C3%A0_Prestigia_55736623.htm
Appartement à vendre 67 m² à Kénitra,Kénitra,390000.0,2,1,67.0,Vendre,Assam,1,2,-1 ans,https://www.avito.ma/fr/assam/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_K%C3%A9nitra_48757649.htm
Appartement Bouznika شقة عالية الجودة بوزنيقة,Bouznika,560000.0,2,1,74.0,Vendre,Autre secteur,2,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Bouznika_%D8%B4%D9%82%D8%A9_%D8%B9%D8%A7%D9%84%D9%8A%D8%A9_%D8%A7%D9%84%D8%AC%D9%88%D8%AF%D8%A9_%D8%A8%D9%88%D8%B2%D9%86%D9%8A%D9%82%D8%A9_53907110.htm
Appartement à vendre 107 m²,Casablanca,1230000.0,3,2,107.0,Vendre,Sidi Maarouf,2,3,1-5 ans,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_107_m%C2%B2__54498716.htm
Appartement à vendre 67 m² à Casablanca,Casablanca,620000.0,1,1,67.0,Vendre,Hay Moulay Rachid,1,2,6-10 ans,https://www.avito.ma/fr/hay_moulay_rachid/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_Casablanca_55736605.htm
APPARTEMENT À VENDRE À DIOUR JAMAA CENTRE RABAT,Rabat,1500000.0,4,1,116.0,Vendre,Diour Jamaa,1,7,21+ ans,https://www.avito.ma/fr/diour_jamaa/appartements/APPARTEMENT_%C3%80_VENDRE_%C3%80_DIOUR_JAMAA_CENTRE_RABAT_54636359.htm
Appartement à vendre 91 m² à Berrechid,Berrechid,570000.0,3,2,91.0,Vendre,Toute la ville,2,2,11-20 ans,https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_91_m%C2%B2_%C3%A0_Berrechid_55736600.htm
Bel Appartement à vendre 96 m² à Bouznika,Urgent,700000.0,3,2,96.0,Vendre,Autre secteur,2,2,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Bel_Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Bouznika_55714960.htm
Appartement a vendre a Menzeh Sidi Allal Bahraoui,Sidi Allal El Bahraoui,830000.0,2,1,70.0,Vendre,Toute la ville,2,1,6-10 ans,https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Appartement_a_vendre_a_Menzeh_Sidi_Allal_Bahraoui_55728744.htm
Appartement à vendre 45 m² à Marrakech,Marrakech,700000.0,1,1,45.0,Vendre,Hivernage,1,5,6-10 ans,https://www.avito.ma/fr/hivernage/appartements/Appartement_%C3%A0_vendre_45_m%C2%B2_%C3%A0_Marrakech_55725771.htm
appartement a vendre,Mohammedia,380000.0,2,1,60.0,Vendre,Nassim,1,4,-1 ans,https://www.avito.ma/fr/nassim/appartements/appartement_a_vendre__55628254.htm
Appartement 91m² FranceVille TRAM,Casablanca,1360000.0,2,2,91.0,Vendre,Franceville,1,2,11-20 ans,https://www.avito.ma/fr/franceville/appartements/Appartement_91m%C2%B2_FranceVille_TRAM_54065931.htm
Appartement 59 m² avec piscine à gueliz,Marrakech,590000.0,1,1,59.0,Vendre,Guéliz,1,1,-1 ans,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_59_m%C2%B2_avec_piscine_%C3%A0_gueliz_33163327.htm
Appartement 100 m² en Vente à Tanger,Tanger,890000.0,2,1,92.0,Vendre,Achennad,1,1,11-20 ans,https://www.avito.ma/fr/achennad/appartements/Appartement_100_m%C2%B2_en_Vente_%C3%A0_Tanger_52112962.htm
Appartement à vendre 114 m² à Mohammedia,Mohammedia,100000.0,3,2,114.0,Vendre,Autre secteur,1,3,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_114_m%C2%B2_%C3%A0_Mohammedia_55736569.htm
Appartement à vendre 95 m² à Guéliz - Marrakech,Marrakech,1400000.0,2,2,95.0,Vendre,Guéliz,1,3,11-20 ans,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Gu%C3%A9liz___Marrakech_55631349.htm
Appartement à vendre 69 m² à Tanger,Tanger,11500.0,2,1,69.0,Vendre,Ahlane,1,1,-1 ans,https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Tanger_55685518.htm
Appartement 90 m² mhamid 7 1etage,Marrakech,630000.0,3,1,90.0,Vendre,Autre secteur,2,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appartement__90_m%C2%B2_mhamid_7_1etage__55124168.htm
Appartement à vendre 96 m² à Casablanca,Casablanca,990000.0,3,2,96.0,Vendre,Ain Sebaa,2,1,6-10 ans,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Casablanca_55571056.htm
Appartement à vendre 96 m² à Tanger,Tanger,1200000.0,3,2,96.0,Vendre,Marjane,1,3,6-10 ans,https://www.avito.ma/fr/marjane/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Tanger_55166501.htm
Marina Casablanca Appartement à vendre 115 m² à,Casablanca,3000000.0,2,3,115.0,Vendre,Sidi Belyout,1,2,6-10 ans,https://www.avito.ma/fr/sidi_belyout/appartements/Marina_Casablanca_Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_53840737.htm
Appartement à vendre 116 m² à Casablanca,Casablanca,830000.0,3,2,116.0,Vendre,Bourgogne,1,2,1-5 ans,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Casablanca_55443189.htm
Bel Appartement à vendre 105 m² 2ème ètage,Agadir,930000.0,2,2,105.0,Vendre,El Houda,1,2,1-5 ans,https://www.avito.ma/fr/el_houda/appartements/Bel_Appartement_%C3%A0_vendre_105_m%C2%B2_2%C3%A8me_%C3%A8tage_55694231.htm
Appartement à vendre 66 m² à Dar Bouazza,Dar Bouazza,595000.0,2,2,66.0,Vendre,Toute la ville,1,2,-1 ans,https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_66_m%C2%B2_%C3%A0_Dar_Bouazza_55158294.htm
Superbe appartement meublé pour vente,Tanger,1400000.0,2,1,78.0,Vendre,Branes Kdima,1,5,-1 ans,https://www.avito.ma/fr/branes_kdima/appartements/Superbe_appartement_meubl%C3%A9_pour_vente_54267789.htm
Appartement,Taza,370000.0,2,1,88.0,Vendre,Toute la ville,2,4,6-10 ans,https://www.avito.ma/fr/taza/appartements/Appartement_55455529.htm
Studio-Appartement-Haut-Standing-Gueliz,Marrakech,19000.0,2,2,51.0,Vendre,Guéliz,1,5,-1 ans,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Studio_Appartement_Haut_Standing_Gueliz_55203172.htm
Appartement à vendre 60 m² prés de Acima Meknès,Meknès,249999.0,2,1,60.0,Vendre,Autre secteur,1,1,-1 ans,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_pr%C3%A9s_de_Acima_Mekn%C3%A8s_55666279.htm
